Date,Account,Service,Cost (USD)
2025-01-21,154080667894,AWS Backup,0.0043705109
2025-01-21,154080667894,AWS CloudTrail,0
2025-01-21,154080667894,AWS Cost Explorer,0.0498
2025-01-21,154080667894,AWS Key Management Service,0.0550125072
2025-01-21,154080667894,AWS Secrets Manager,0.0214193544
2025-01-21,154080667894,Amazon DynamoDB,0
2025-01-21,154080667894,EC2 - Other,574.3304407888
2025-01-21,154080667894,Amazon Elastic Compute Cloud - Compute,4.3613453584
2025-01-21,154080667894,Amazon Elastic Container Service for Kubernetes,1.992
2025-01-21,154080667894,Amazon Elastic File System,2.4557150362
2025-01-21,154080667894,Amazon Elastic Load Balancing,23.2411007185
2025-01-21,154080667894,Amazon Simple Storage Service,92.677996102
2025-01-21,154080667894,Amazon Virtual Private Cloud,8.3674966924
2025-01-21,154080667894,AmazonCloudWatch,0.0803225784
2025-01-21,211125702613,AWS Backup,0.052477288
2025-01-21,211125702613,AWS Key Management Service,0.1627965216
2025-01-21,211125702613,AWS Secrets Manager,0.0428387112
2025-01-21,211125702613,Amazon DynamoDB,0
2025-01-21,211125702613,EC2 - Other,122.1754372987
2025-01-21,211125702613,Amazon Elastic Compute Cloud - Compute,265.6953879574
2025-01-21,211125702613,Amazon Elastic Container Service for Kubernetes,7.968
2025-01-21,211125702613,Amazon Elastic File System,1.404614773
2025-01-21,211125702613,Amazon Elastic Load Balancing,12.4516118676
2025-01-21,211125702613,Amazon Simple Storage Service,0.4564154559
2025-01-21,211125702613,Amazon Virtual Private Cloud,5.6772
2025-01-21,211125702613,AmazonCloudWatch,0.0000532317
2025-01-21,226032384342,AWS Backup,0.0891385752
2025-01-21,226032384342,AWS CloudTrail,0
2025-01-21,226032384342,AWS Key Management Service,0.0535483872
2025-01-21,226032384342,AWS Lambda,0.0000569969
2025-01-21,226032384342,AWS Secrets Manager,0.0963870984
2025-01-21,226032384342,Amazon DynamoDB,0.0000000945
2025-01-21,226032384342,Amazon EC2 Container Registry (ECR),0.0166694875
2025-01-21,226032384342,EC2 - Other,3.1697951832
2025-01-21,226032384342,Amazon Elastic Compute Cloud - Compute,0.0427169547
2025-01-21,226032384342,Amazon Elastic Container Registry Public,0
2025-01-21,226032384342,Amazon Elastic Container Service for Kubernetes,3.984
2025-01-21,226032384342,Amazon Elastic File System,0.0382884576
2025-01-21,226032384342,Amazon Elastic Load Balancing,1.5898130814
2025-01-21,226032384342,Amazon Relational Database Service,0.8687079928
2025-01-21,226032384342,Amazon Simple Storage Service,0.1014564283
2025-01-21,226032384342,Amazon Virtual Private Cloud,0.8964
2025-01-21,226032384342,AmazonCloudWatch,0.6385424315
2025-01-21,230864768389,AWS Backup,0.0021394572
2025-01-21,230864768389,AWS CloudTrail,0
2025-01-21,230864768389,AWS Cost Explorer,0.0498
2025-01-21,230864768389,AWS Key Management Service,0.0550125072
2025-01-21,230864768389,AWS Secrets Manager,0.0214193544
2025-01-21,230864768389,Amazon DynamoDB,0
2025-01-21,230864768389,EC2 - Other,716.9472927475
2025-01-21,230864768389,Amazon Elastic Compute Cloud - Compute,676.1358385998
2025-01-21,230864768389,Amazon Elastic Container Service for Kubernetes,3.984
2025-01-21,230864768389,Amazon Elastic File System,3.8397545646
2025-01-21,230864768389,Amazon Elastic Load Balancing,33.5981493688
2025-01-21,230864768389,Amazon Simple Storage Service,103.2581289902
2025-01-21,230864768389,Amazon Virtual Private Cloud,13.7452210349
2025-01-21,230864768389,AmazonCloudWatch,0.0026774184
2025-01-21,430832610640,AWS Backup,0.1017510661
2025-01-21,430832610640,AWS CloudTrail,0
2025-01-21,430832610640,AWS Global Accelerator,1.9924051004
2025-01-21,430832610640,AWS Key Management Service,0.0267741936
2025-01-21,430832610640,Amazon DynamoDB,0
2025-01-21,430832610640,EC2 - Other,7.5584333297
2025-01-21,430832610640,Amazon Elastic Compute Cloud - Compute,0.0000022751
2025-01-21,430832610640,Amazon Elastic Container Service for Kubernetes,1.992
2025-01-21,430832610640,Amazon Elastic File System,0.038433384
2025-01-21,430832610640,Amazon Elastic Load Balancing,4.8526255822
2025-01-21,430832610640,Amazon Simple Storage Service,0.0001375181
2025-01-21,430832610640,Amazon Virtual Private Cloud,14.7408
2025-01-21,430832610640,AmazonCloudWatch,0.0000701467
2025-01-21,611713488645,AWS Backup,0.0720145883
2025-01-21,611713488645,AWS CloudTrail,0
2025-01-21,611713488645,AWS Glue,0
2025-01-21,611713488645,AWS Key Management Service,0.1070967744
2025-01-21,611713488645,AWS Lambda,0.0000211063
2025-01-21,611713488645,AWS Secrets Manager,0.1066505402
2025-01-21,611713488645,AWS WAF,0.1338709656
2025-01-21,611713488645,Amazon Bedrock,0.01890242
2025-01-21,611713488645,Amazon CloudFront,0
2025-01-21,611713488645,Amazon DynamoDB,0
2025-01-21,611713488645,Amazon EC2 Container Registry (ECR),0.0129723624
2025-01-21,611713488645,EC2 - Other,99.5370337483
2025-01-21,611713488645,Amazon Elastic Compute Cloud - Compute,225.2781381989
2025-01-21,611713488645,Amazon Elastic Container Registry Public,0
2025-01-21,611713488645,Amazon Elastic Container Service for Kubernetes,25.2561115754
2025-01-21,611713488645,Amazon Elastic File System,21.6428157872
2025-01-21,611713488645,Amazon Elastic Load Balancing,44.0958713997
2025-01-21,611713488645,Amazon Route 53,0.000614532
2025-01-21,611713488645,Amazon SageMaker,0.996
2025-01-21,611713488645,Amazon Simple Storage Service,26.5229154479
2025-01-21,611713488645,Amazon Virtual Private Cloud,23.5721890431
2025-01-21,611713488645,AmazonCloudWatch,0.1641129375
2025-01-21,611713488645,CloudWatch Events,0
2025-01-21,611713488645,Tax,0
2025-01-21,630754316413,AWS CloudTrail,0
2025-01-21,630754316413,EC2 - Other,4.6810810829
2025-01-21,630754316413,Amazon Elastic Compute Cloud - Compute,0.000000281
2025-01-21,630754316413,Amazon Elastic Load Balancing,0.9532566264
2025-01-21,630754316413,Amazon Relational Database Service,1.1562241327
2025-01-21,630754316413,Amazon Simple Storage Service,0.0918822348
2025-01-21,630754316413,Amazon Virtual Private Cloud,0.3984
2025-01-21,630754316413,AmazonCloudWatch,0.0129761718
2025-01-21,635213132527,AWS CloudTrail,0
2025-01-21,635213132527,Amazon EC2 Container Registry (ECR),0.0009869016
2025-01-21,635213132527,EC2 - Other,12.1952332611
2025-01-21,635213132527,Amazon Elastic Compute Cloud - Compute,8.4161604612
2025-01-21,635213132527,Amazon Elastic File System,0.5722532616
2025-01-21,635213132527,Amazon Elastic Load Balancing,4.2391009796
2025-01-21,635213132527,Amazon Simple Storage Service,1.1656813767
2025-01-21,635213132527,Amazon Virtual Private Cloud,1.992
2025-01-21,635213132527,AmazonCloudWatch,0.0040201782
2025-01-21,668042396284,AWS Backup,9.8627483524
2025-01-21,668042396284,AWS Cost Explorer,0.2822
2025-01-21,668042396284,AWS Key Management Service,0.0550125072
2025-01-21,668042396284,AWS Secrets Manager,0.0214193544
2025-01-21,668042396284,Amazon DevOps Guru,0
2025-01-21,668042396284,Amazon DynamoDB,0
2025-01-21,668042396284,EC2 - Other,2392.9350844058
2025-01-21,668042396284,Amazon Elastic Compute Cloud - Compute,95.5068134004
2025-01-21,668042396284,Amazon Elastic Container Service for Kubernetes,1.992
2025-01-21,668042396284,Amazon Elastic File System,70.6605919278
2025-01-21,668042396284,Amazon Elastic Load Balancing,104.768905811
2025-01-21,668042396284,Amazon Polly,0.00447536
2025-01-21,668042396284,Amazon Relational Database Service,14.8801337196
2025-01-21,668042396284,Amazon Simple Storage Service,109.7821044097
2025-01-21,668042396284,Amazon Virtual Private Cloud,11.454841664
2025-01-21,668042396284,AmazonCloudWatch,301.0682627112
2025-01-21,678990834671,EC2 - Other,0.0196244182
2025-01-21,678990834671,Amazon Elastic Compute Cloud - Compute,0.0001715951
2025-01-21,678990834671,Amazon Simple Storage Service,0.0000862973
2025-01-21,678990834671,Amazon Virtual Private Cloud,1.494
2025-01-21,678990834671,AmazonCloudWatch,0.0000000011
2025-01-21,692457086123,Amazon Simple Storage Service,0.0000939434
2025-01-21,840214516040,AWS Secrets Manager,0.00000415
2025-01-21,840214516040,AWS Step Functions,0.0000000449
2025-01-21,840214516040,Amazon Simple Storage Service,0.0001658506
2025-01-21,888346146368,Amazon Simple Storage Service,0.0009927602
2025-01-21,888346146368,"Contact Center Telecommunications (service sold by AMCS, LLC)",0
2025-01-21,915403479018,AWS CloudTrail,0
2025-01-21,915403479018,AWS Cost Explorer,1.8011091032
2025-01-21,915403479018,AWS Glue,0.0258276744
2025-01-21,915403479018,AWS Key Management Service,0.0267741936
2025-01-21,915403479018,Amazon Athena,0.369516
2025-01-21,915403479018,EC2 - Other,0.0593666756
2025-01-21,915403479018,Amazon QuickSight,2.1498761808
2025-01-21,915403479018,Amazon Simple Notification Service,0.0000002119
2025-01-21,915403479018,Amazon Simple Storage Service,0.4161581554
2025-01-21,915403479018,AmazonCloudWatch,0.0000034085
2025-01-21,915403479018,Savings Plans for AWS Compute usage,996
2025-01-21,929999988963,AWS Backup,0.0055582076
2025-01-21,929999988963,AWS CloudTrail,0
2025-01-21,929999988963,AWS Cost Explorer,0.0498
2025-01-21,929999988963,AWS Key Management Service,0.0817867008
2025-01-21,929999988963,AWS Secrets Manager,0.0214193544
2025-01-21,929999988963,Amazon DynamoDB,0
2025-01-21,929999988963,EC2 - Other,715.0443048924
2025-01-21,929999988963,Amazon Elastic Compute Cloud - Compute,305.7385631429
2025-01-21,929999988963,Amazon Elastic Container Service for Kubernetes,1.992
2025-01-21,929999988963,Amazon Elastic File System,4.8948966509
2025-01-21,929999988963,Amazon Elastic Load Balancing,26.1506441577
2025-01-21,929999988963,Amazon Polly,0.79780928
2025-01-21,929999988963,Amazon Simple Storage Service,45.1697999568
2025-01-21,929999988963,Amazon Virtual Private Cloud,7.0390983289
2025-01-21,929999988963,AmazonCloudWatch,0.0642580656
2025-01-21,942272457509,AWS Backup,4.2755732611
2025-01-21,942272457509,AWS Cost Explorer,0.0498
2025-01-21,942272457509,AWS Glue,0
2025-01-21,942272457509,AWS Key Management Service,0.0550797372
2025-01-21,942272457509,AWS Secrets Manager,0.0214359544
2025-01-21,942272457509,Amazon DynamoDB,0
2025-01-21,942272457509,EC2 - Other,201.7440316605
2025-01-21,942272457509,Amazon Elastic Compute Cloud - Compute,461.3400163277
2025-01-21,942272457509,Amazon Elastic Container Service for Kubernetes,1.992
2025-01-21,942272457509,Amazon Elastic File System,27.5313216063
2025-01-21,942272457509,Amazon Elastic Load Balancing,11.6826523444
2025-01-21,942272457509,Amazon Location Service,0.0000083
2025-01-21,942272457509,Amazon Simple Notification Service,0
2025-01-21,942272457509,Amazon Simple Queue Service,0.000000332
2025-01-21,942272457509,Amazon Simple Storage Service,0.6286102212
2025-01-21,942272457509,Amazon Virtual Private Cloud,5.780004945
2025-01-21,985455604191,Amazon Simple Queue Service,0.120724496
2025-01-21,985455604191,Amazon Simple Storage Service,0.0001013374
2025-01-21,989586476485,AWS Backup,0.1571454593
2025-01-21,989586476485,AWS CloudFormation,0
2025-01-21,989586476485,AWS CloudTrail,6.66293622
2025-01-21,989586476485,AWS Glue,0
2025-01-21,989586476485,AWS Key Management Service,0.0426155736
2025-01-21,989586476485,AWS Lambda,0.8708419408
2025-01-21,989586476485,AWS Secrets Manager,0.646502394
2025-01-21,989586476485,AWS Step Functions,6.9748082169
2025-01-21,989586476485,AWS Systems Manager,70.744884
2025-01-21,989586476485,AWS WAF,0.1874193528
2025-01-21,989586476485,Amazon API Gateway,42.8722033266
2025-01-21,989586476485,Amazon CloudFront,0.0134940398
2025-01-21,989586476485,Amazon DynamoDB,0.2354794523
2025-01-21,989586476485,Amazon EC2 Container Registry (ECR),7.0258576144
2025-01-21,989586476485,EC2 - Other,129.6827359285
2025-01-21,989586476485,Amazon Elastic Compute Cloud - Compute,473.5338510095
2025-01-21,989586476485,Amazon Elastic Container Registry Public,0
2025-01-21,989586476485,Amazon Elastic Container Service,2.0867034824
2025-01-21,989586476485,Amazon Elastic Container Service for Kubernetes,23.904
2025-01-21,989586476485,Amazon Elastic Load Balancing,32.4590776319
2025-01-21,989586476485,Amazon Relational Database Service,4.8197027975
2025-01-21,989586476485,Amazon Route 53,0.021467784
2025-01-21,989586476485,Amazon Simple Email Service,0.0310942486
2025-01-21,989586476485,Amazon Simple Notification Service,0.0000037455
2025-01-21,989586476485,Amazon Simple Queue Service,0.0766158696
2025-01-21,989586476485,Amazon Simple Storage Service,106.0551492797
2025-01-21,989586476485,Amazon Virtual Private Cloud,15.2116763104
2025-01-21,989586476485,AmazonCloudWatch,7.3020453654
2025-01-21,989586476485,CloudWatch Events,0.1852329346
2025-01-22,154080667894,AWS Backup,0.0043815574
2025-01-22,154080667894,AWS CloudTrail,0
2025-01-22,154080667894,AWS Cost Explorer,0.0498
2025-01-22,154080667894,AWS Key Management Service,0.0550125072
2025-01-22,154080667894,AWS Secrets Manager,0.0214193544
2025-01-22,154080667894,Amazon DynamoDB,0
2025-01-22,154080667894,EC2 - Other,578.4545119351
2025-01-22,154080667894,Amazon Elastic Compute Cloud - Compute,11.677169861
2025-01-22,154080667894,Amazon Elastic Container Service for Kubernetes,1.992
2025-01-22,154080667894,Amazon Elastic File System,2.4659722179
2025-01-22,154080667894,Amazon Elastic Load Balancing,23.4108436762
2025-01-22,154080667894,Amazon Simple Storage Service,111.1025810181
2025-01-22,154080667894,Amazon Virtual Private Cloud,8.3884169671
2025-01-22,154080667894,AmazonCloudWatch,0.0803225784
2025-01-22,211125702613,AWS Backup,0.052477288
2025-01-22,211125702613,AWS Key Management Service,0.1627965216
2025-01-22,211125702613,AWS Secrets Manager,0.0428387112
2025-01-22,211125702613,Amazon DynamoDB,0
2025-01-22,211125702613,EC2 - Other,118.466520476
2025-01-22,211125702613,Amazon Elastic Compute Cloud - Compute,229.2568564826
2025-01-22,211125702613,Amazon Elastic Container Service for Kubernetes,7.968
2025-01-22,211125702613,Amazon Elastic File System,1.4043392789
2025-01-22,211125702613,Amazon Elastic Load Balancing,12.4705198628
2025-01-22,211125702613,Amazon Simple Storage Service,0.4227247752
2025-01-22,211125702613,Amazon Virtual Private Cloud,5.6772
2025-01-22,211125702613,AmazonCloudWatch,0.0000532317
2025-01-22,226032384342,AWS Backup,0.0891385752
2025-01-22,226032384342,AWS CloudTrail,0
2025-01-22,226032384342,AWS Key Management Service,0.0535483872
2025-01-22,226032384342,AWS Secrets Manager,0.0963870984
2025-01-22,226032384342,Amazon DynamoDB,0.000000094
2025-01-22,226032384342,Amazon EC2 Container Registry (ECR),0.0167039424
2025-01-22,226032384342,EC2 - Other,3.1701523571
2025-01-22,226032384342,Amazon Elastic Compute Cloud - Compute,0.0557856956
2025-01-22,226032384342,Amazon Elastic Container Registry Public,0
2025-01-22,226032384342,Amazon Elastic Container Service for Kubernetes,3.984
2025-01-22,226032384342,Amazon Elastic File System,0.0382884576
2025-01-22,226032384342,Amazon Elastic Load Balancing,1.5896736901
2025-01-22,226032384342,Amazon Relational Database Service,0.8687079928
2025-01-22,226032384342,Amazon Simple Storage Service,0.141437365
2025-01-22,226032384342,Amazon Virtual Private Cloud,0.9017719466
2025-01-22,226032384342,AmazonCloudWatch,0.638508584
2025-01-22,230864768389,AWS Backup,0.0021394572
2025-01-22,230864768389,AWS CloudTrail,0
2025-01-22,230864768389,AWS Cost Explorer,0.0498
2025-01-22,230864768389,AWS Key Management Service,0.0550125072
2025-01-22,230864768389,AWS Secrets Manager,0.0214193544
2025-01-22,230864768389,Amazon DynamoDB,0
2025-01-22,230864768389,EC2 - Other,723.2278790986
2025-01-22,230864768389,Amazon Elastic Compute Cloud - Compute,681.7851385649
2025-01-22,230864768389,Amazon Elastic Container Service for Kubernetes,3.984
2025-01-22,230864768389,Amazon Elastic File System,3.8401482931
2025-01-22,230864768389,Amazon Elastic Load Balancing,33.8127994682
2025-01-22,230864768389,Amazon Simple Storage Service,104.1838505959
2025-01-22,230864768389,Amazon Virtual Private Cloud,13.7452005192
2025-01-22,230864768389,AmazonCloudWatch,0.0026774184
2025-01-22,430832610640,AWS Backup,0.1017510661
2025-01-22,430832610640,AWS CloudTrail,0
2025-01-22,430832610640,AWS Global Accelerator,1.9925536387
2025-01-22,430832610640,AWS Key Management Service,0.0267741936
2025-01-22,430832610640,Amazon DynamoDB,0
2025-01-22,430832610640,EC2 - Other,7.5584336907
2025-01-22,430832610640,Amazon Elastic Compute Cloud - Compute,0.000003049
2025-01-22,430832610640,Amazon Elastic Container Service for Kubernetes,1.992
2025-01-22,430832610640,Amazon Elastic File System,0.038433384
2025-01-22,430832610640,Amazon Elastic Load Balancing,4.8526225451
2025-01-22,430832610640,Amazon Simple Storage Service,0.0001122359
2025-01-22,430832610640,Amazon Virtual Private Cloud,14.7408
2025-01-22,430832610640,AmazonCloudWatch,0.0000701467
2025-01-22,611713488645,AWS Backup,0.0720145883
2025-01-22,611713488645,AWS CloudTrail,0
2025-01-22,611713488645,AWS Glue,0
2025-01-22,611713488645,AWS Key Management Service,0.1070967744
2025-01-22,611713488645,AWS Lambda,0.0000167715
2025-01-22,611713488645,AWS Secrets Manager,0.1070967768
2025-01-22,611713488645,AWS WAF,0.1338709656
2025-01-22,611713488645,Amazon Bedrock,0.114901303
2025-01-22,611713488645,Amazon CloudFront,0
2025-01-22,611713488645,Amazon DynamoDB,0
2025-01-22,611713488645,Amazon EC2 Container Registry (ECR),0.0129723624
2025-01-22,611713488645,EC2 - Other,91.3306570804
2025-01-22,611713488645,Amazon Elastic Compute Cloud - Compute,212.7450036056
2025-01-22,611713488645,Amazon Elastic Container Registry Public,0
2025-01-22,611713488645,Amazon Elastic Container Service for Kubernetes,25.2585292078
2025-01-22,611713488645,Amazon Elastic File System,21.6428157143
2025-01-22,611713488645,Amazon Elastic Load Balancing,44.3456215423
2025-01-22,611713488645,Amazon Route 53,0.001051444
2025-01-22,611713488645,Amazon SageMaker,0.996
2025-01-22,611713488645,Amazon Simple Storage Service,27.8500389796
2025-01-22,611713488645,Amazon Virtual Private Cloud,22.2039582586
2025-01-22,611713488645,AmazonCloudWatch,0.1641055896
2025-01-22,611713488645,CloudWatch Events,0
2025-01-22,630754316413,AWS CloudTrail,0
2025-01-22,630754316413,EC2 - Other,4.6810810854
2025-01-22,630754316413,Amazon Elastic Compute Cloud - Compute,0.0000002834
2025-01-22,630754316413,Amazon Elastic Load Balancing,0.9523131236
2025-01-22,630754316413,Amazon Relational Database Service,1.1562241324
2025-01-22,630754316413,Amazon Simple Storage Service,0.0921593155
2025-01-22,630754316413,Amazon Virtual Private Cloud,0.3984
2025-01-22,630754316413,AmazonCloudWatch,0.0129765461
2025-01-22,635213132527,AWS CloudTrail,0
2025-01-22,635213132527,Amazon EC2 Container Registry (ECR),0.0009869016
2025-01-22,635213132527,EC2 - Other,12.1951819361
2025-01-22,635213132527,Amazon Elastic Compute Cloud - Compute,8.4135551106
2025-01-22,635213132527,Amazon Elastic File System,0.5722532616
2025-01-22,635213132527,Amazon Elastic Load Balancing,4.2390961922
2025-01-22,635213132527,Amazon Simple Storage Service,1.1802220783
2025-01-22,635213132527,Amazon Virtual Private Cloud,2.0045468316
2025-01-22,635213132527,AmazonCloudWatch,0.0040201782
2025-01-22,668042396284,AWS Backup,10.0426845129
2025-01-22,668042396284,AWS Cost Explorer,0.2822
2025-01-22,668042396284,AWS Key Management Service,0.0550125072
2025-01-22,668042396284,AWS Secrets Manager,0.0214193544
2025-01-22,668042396284,Amazon DevOps Guru,0
2025-01-22,668042396284,Amazon DynamoDB,0
2025-01-22,668042396284,EC2 - Other,2373.3344388634
2025-01-22,668042396284,Amazon Elastic Compute Cloud - Compute,95.8060115717
2025-01-22,668042396284,Amazon Elastic Container Service for Kubernetes,1.992
2025-01-22,668042396284,Amazon Elastic File System,72.0940512738
2025-01-22,668042396284,Amazon Elastic Load Balancing,106.7023759913
2025-01-22,668042396284,Amazon Polly,0.04387712
2025-01-22,668042396284,Amazon Relational Database Service,14.8801342788
2025-01-22,668042396284,Amazon Simple Storage Service,121.4045961784
2025-01-22,668042396284,Amazon Virtual Private Cloud,11.4696720918
2025-01-22,668042396284,AmazonCloudWatch,290.2742524181
2025-01-22,678990834671,EC2 - Other,0.0196406154
2025-01-22,678990834671,Amazon Elastic Compute Cloud - Compute,0.0001376653
2025-01-22,678990834671,Amazon Simple Storage Service,0.0000824734
2025-01-22,678990834671,Amazon Virtual Private Cloud,1.494
2025-01-22,678990834671,AmazonCloudWatch,0.0000000011
2025-01-22,692457086123,Amazon Simple Storage Service,0.0000978072
2025-01-22,840214516040,Amazon Simple Storage Service,0.0001693394
2025-01-22,888346146368,AWS Key Management Service,0.00002988
2025-01-22,888346146368,Amazon Chime Voice Connector a service sold by AMCS LLC,0.0122016443
2025-01-22,888346146368,Amazon Simple Storage Service,0.0009027651
2025-01-22,888346146368,"Contact Center Telecommunications (service sold by AMCS, LLC)",0
2025-01-22,915403479018,AWS CloudTrail,0
2025-01-22,915403479018,AWS Cost Explorer,1.9576508516
2025-01-22,915403479018,AWS Glue,0.0170223372
2025-01-22,915403479018,AWS Key Management Service,0.0267741936
2025-01-22,915403479018,Amazon Athena,0.3701219
2025-01-22,915403479018,EC2 - Other,0.0593666756
2025-01-22,915403479018,Amazon QuickSight,2.1498761808
2025-01-22,915403479018,Amazon Simple Notification Service,0.0000002119
2025-01-22,915403479018,Amazon Simple Storage Service,0.4205225844
2025-01-22,915403479018,AmazonCloudWatch,0.0000034103
2025-01-22,915403479018,Savings Plans for AWS Compute usage,996
2025-01-22,929999988963,AWS Backup,0.0055582076
2025-01-22,929999988963,AWS CloudTrail,0
2025-01-22,929999988963,AWS Cost Explorer,0.0498
2025-01-22,929999988963,AWS Key Management Service,0.0784399266
2025-01-22,929999988963,AWS Secrets Manager,0.0214193544
2025-01-22,929999988963,Amazon DynamoDB,0
2025-01-22,929999988963,EC2 - Other,745.6278652354
2025-01-22,929999988963,Amazon Elastic Compute Cloud - Compute,356.4067435514
2025-01-22,929999988963,Amazon Elastic Container Service for Kubernetes,1.992
2025-01-22,929999988963,Amazon Elastic File System,4.9102460437
2025-01-22,929999988963,Amazon Elastic Load Balancing,26.5581957315
2025-01-22,929999988963,Amazon Polly,0.8438776
2025-01-22,929999988963,Amazon Simple Storage Service,46.4324050782
2025-01-22,929999988963,Amazon Virtual Private Cloud,7.1183379165
2025-01-22,929999988963,AmazonCloudWatch,0.0642580656
2025-01-22,942272457509,AWS Backup,4.4762653118
2025-01-22,942272457509,AWS Cost Explorer,0.0498
2025-01-22,942272457509,AWS Key Management Service,0.0550149972
2025-01-22,942272457509,AWS Secrets Manager,0.0214193544
2025-01-22,942272457509,Amazon DynamoDB,0
2025-01-22,942272457509,EC2 - Other,206.2200417683
2025-01-22,942272457509,Amazon Elastic Compute Cloud - Compute,469.2882762416
2025-01-22,942272457509,Amazon Elastic Container Service for Kubernetes,1.992
2025-01-22,942272457509,Amazon Elastic File System,28.8556228555
2025-01-22,942272457509,Amazon Elastic Load Balancing,12.0044875407
2025-01-22,942272457509,Amazon Simple Storage Service,0.6240249482
2025-01-22,942272457509,Amazon Virtual Private Cloud,5.7804739554
2025-01-22,985455604191,Amazon Simple Queue Service,0.124975424
2025-01-22,985455604191,Amazon Simple Storage Service,0.0000881778
2025-01-22,989586476485,AWS Backup,0.1574982693
2025-01-22,989586476485,AWS CloudTrail,7.0925243
2025-01-22,989586476485,AWS Glue,0
2025-01-22,989586476485,AWS Key Management Service,0.0394009836
2025-01-22,989586476485,AWS Lambda,0.9039717159
2025-01-22,989586476485,AWS Secrets Manager,0.645410944
2025-01-22,989586476485,AWS Step Functions,7.5361721849
2025-01-22,989586476485,AWS Systems Manager,70.7968005
2025-01-22,989586476485,AWS WAF,0.1874193528
2025-01-22,989586476485,Amazon API Gateway,42.918516512
2025-01-22,989586476485,Amazon CloudFront,0.013262528
2025-01-22,989586476485,Amazon DynamoDB,0.2417406977
2025-01-22,989586476485,Amazon EC2 Container Registry (ECR),7.1453123691
2025-01-22,989586476485,EC2 - Other,98.9330034754
2025-01-22,989586476485,Amazon Elastic Compute Cloud - Compute,476.8716064907
2025-01-22,989586476485,Amazon Elastic Container Registry Public,0
2025-01-22,989586476485,Amazon Elastic Container Service,1.3693415643
2025-01-22,989586476485,Amazon Elastic Container Service for Kubernetes,23.904
2025-01-22,989586476485,Amazon Elastic Load Balancing,32.6219157187
2025-01-22,989586476485,Amazon Relational Database Service,4.8245834254
2025-01-22,989586476485,Amazon Route 53,0.020968788
2025-01-22,989586476485,Amazon Simple Email Service,0.0156305566
2025-01-22,989586476485,Amazon Simple Notification Service,0.0000010308
2025-01-22,989586476485,Amazon Simple Queue Service,0.071293597
2025-01-22,989586476485,Amazon Simple Storage Service,102.0847393972
2025-01-22,989586476485,Amazon Virtual Private Cloud,15.3676955415
2025-01-22,989586476485,AmazonCloudWatch,7.3921630856
2025-01-22,989586476485,CloudWatch Events,0.2002216891
2025-01-23,154080667894,AWS Backup,0.0043989691
2025-01-23,154080667894,AWS CloudTrail,0
2025-01-23,154080667894,AWS Cost Explorer,0.0498
2025-01-23,154080667894,AWS Key Management Service,0.0550125072
2025-01-23,154080667894,AWS Secrets Manager,0.0214193544
2025-01-23,154080667894,Amazon DynamoDB,0
2025-01-23,154080667894,EC2 - Other,578.2458327198
2025-01-23,154080667894,Amazon Elastic Compute Cloud - Compute,17.8107642508
2025-01-23,154080667894,Amazon Elastic Container Service for Kubernetes,1.992
2025-01-23,154080667894,Amazon Elastic File System,2.4668949531
2025-01-23,154080667894,Amazon Elastic Load Balancing,23.1634601656
2025-01-23,154080667894,Amazon Simple Storage Service,144.2268383131
2025-01-23,154080667894,Amazon Virtual Private Cloud,8.3675285595
2025-01-23,154080667894,AmazonCloudWatch,0.0803225784
2025-01-23,211125702613,AWS Backup,0.052477288
2025-01-23,211125702613,AWS Key Management Service,0.1627965216
2025-01-23,211125702613,AWS Secrets Manager,0.0428387112
2025-01-23,211125702613,Amazon DynamoDB,0
2025-01-23,211125702613,EC2 - Other,118.7285773219
2025-01-23,211125702613,Amazon Elastic Compute Cloud - Compute,229.3020846218
2025-01-23,211125702613,Amazon Elastic Container Service for Kubernetes,7.968
2025-01-23,211125702613,Amazon Elastic File System,1.4032776498
2025-01-23,211125702613,Amazon Elastic Load Balancing,12.4515386895
2025-01-23,211125702613,Amazon Simple Storage Service,0.4305290035
2025-01-23,211125702613,Amazon Virtual Private Cloud,5.6789233995
2025-01-23,211125702613,AmazonCloudWatch,0.0000532317
2025-01-23,226032384342,AWS Backup,0.0891385752
2025-01-23,226032384342,AWS CloudTrail,0
2025-01-23,226032384342,AWS Key Management Service,0.0535483872
2025-01-23,226032384342,AWS Lambda,0.0000236378
2025-01-23,226032384342,AWS Secrets Manager,0.0963870984
2025-01-23,226032384342,Amazon DynamoDB,0.0000000943
2025-01-23,226032384342,Amazon EC2 Container Registry (ECR),0.0167039424
2025-01-23,226032384342,EC2 - Other,3.1704628105
2025-01-23,226032384342,Amazon Elastic Compute Cloud - Compute,0.0543885474
2025-01-23,226032384342,Amazon Elastic Container Registry Public,0
2025-01-23,226032384342,Amazon Elastic Container Service for Kubernetes,3.984
2025-01-23,226032384342,Amazon Elastic File System,0.0382884576
2025-01-23,226032384342,Amazon Elastic Load Balancing,1.5896814454
2025-01-23,226032384342,Amazon Relational Database Service,0.8687079927
2025-01-23,226032384342,Amazon Simple Storage Service,0.1017603162
2025-01-23,226032384342,Amazon Virtual Private Cloud,0.8964
2025-01-23,226032384342,AmazonCloudWatch,0.638569771
2025-01-23,230864768389,AWS Backup,0.0021394571
2025-01-23,230864768389,AWS CloudTrail,0
2025-01-23,230864768389,AWS Cost Explorer,0.0498
2025-01-23,230864768389,AWS Key Management Service,0.0550125072
